t, pose_x, pose_y, pose_theta, linear_displacement, linear_velocity, profile_displacement, profile_velocity, velocity_command_dx, velocity_command_dy, velocity_command_dtheta, steering_command_dx, steering_command_dy, steering_command_dtheta, cross_track_error, along_track_error, lookahead_point_x, lookahead_point_y, lookahead_point_velocity
120.966765, 18.99999999944511, 46.99999749002995, 3.1410690548258984, -0.005752427954571156, -1.725728386371346, -0.005752427954571156, -1.725728386371346, -7.725728386371346, 0.0, -0.06700232121949334, -12.005424553833532, 0.0, -0.10411850793917916, 2.5065300115656966E-6, 0.0, 30.983416586241063, 46.36929386388205, -53.665637358511574
121.016555, 19.138058264046574, 46.99996134646078, 3.141592653589793, -0.14381069886427883, -0.5752427954571153, -0.24041909031201245, -7.700528386371532, -14.326220359382795, 0.0, -0.12685183460095006, -12.012882133331248, 0.0, -0.10636833018277646, 0.007217581147811912, -0.09660839144773362, 31.12830047361244, 46.36166839612566, -53.98908124433234
121.04218, 19.16106797586486, 46.99996134646078, 3.141592653589793, -0.16682041068256345, 0.0, -0.47714356771283806, -10.775528386372146, -18.543037604132238, 0.0, -0.1644835874476156, -12.014114316414046, 0.0, -0.1065696281783503, 0.008426944751470603, -0.3103231570302746, 31.152454314747672, 46.36039714132907, -54.042814868441944
121.057875, 19.2876213882954, 46.99993925872379, 3.1412435877471965, -0.29337382568312886, -2.876213977285577, -0.6610454672368703, -12.658928386371402, -20.693496865395524, 0.0, -0.18415344963488373, -12.020796661668278, 0.0, -0.1069742435029188, 0.015056387228554863, -0.36767164155374144, 31.285279570873513, 46.35340633837508, -54.33735383951261
121.07573, 19.465946619578467, 46.999830326024906, 3.140719988950792, -0.47169909227483464, -8.62864193185673, -0.9061986950754917, -14.801528386371077, -23.098272852250588, 0.0, -0.20336426974505634, -12.199681304402171, 0.0, -0.10740973125834509, 0.0243201711658405, -0.434499602800657, 31.641607960811047, 46.33465221258889, -55.119735132364
121.10136, 19.71330080185872, 46.9995065399677, 3.1398473243117913, -0.7190534943213943, -8.053399136399616, -1.3249756816183023, -17.87712838637188, -27.104468524211615, 0.0, -0.23363337211115773, -12.483640356577233, 0.0, -0.10760568834340975, 0.03699747982490874, -0.6059221872969079, 32.17167368443998, 46.30675401660842, -56.26346107388496
121.135136, 20.1849979687191, 46.99818930956102, 3.1377529292562114, -1.190752586596229, -14.956312681885, -1.9972426605564677, -21.930248386372256, -32.104249286881085, 0.0, -0.26560722801802533, -12.9157505247767, 0.0, -0.10685553379565003, 0.06047392273295463, -0.8064900739602388, 33.07344147968396, 46.259292553700845, -58.15755215084538
121.159169, 20.708463905600443, 46.99590524403571, 3.136705731663403, -1.714223530462204, -19.55825504554192, -2.558947425366223, -24.8142083863726, -35.14562778180819, 0.0, -0.2859766212342045, -13.3072394393147, 0.0, -0.10827973813515354, 0.08570577299801657, -0.844723894904019, 33.9860391938064, 46.211261095062824, -60.01356072054292
121.170332, 20.96731960992076, 46.99454986636462, 3.136007600108247, -1.9730827884179059, -20.133497840999034, -2.8434251877232026, -26.15376838637215, -36.62885811687108, 0.0, -0.2949347336867985, -13.479602336312826, 0.0, -0.10853745187959399, 0.0979574224564347, -0.8703423993052968, 34.416180354949375, 46.18862208658161, -60.86874594865685
121.178347, 21.162898712814584, 46.99338926296949, 3.135309468032942, -2.168665338873325, -19.55825504554192, -3.0569020548399846, -27.11556838637219, -37.71108413260543, 0.0, -0.3003827840767029, -13.602774347460338, 0.0, -0.10835114724597524, 0.10707783264456286, -0.8882367159666598, 34.734178907568506, 46.17188532065429, -61.493329059162825
